Format,Metric,Year,Number of Records,Value (Actual)
Other Ad-Supported Streaming,Value (Adjusted),2011-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2012-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2013-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2014-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2015-01-01,1,29.266338245
Other Ad-Supported Streaming,Value (Adjusted),2016-01-01,1,86.55959668
Other Ad-Supported Streaming,Value (Adjusted),2017-01-01,1,273.040319
Other Ad-Supported Streaming,Value (Adjusted),2018-01-01,1,255.9674439
Other Ad-Supported Streaming,Value (Adjusted),2019-01-01,1,251.0647101
Other Digital,Value (Adjusted),1973-01-01,1,29.266338245
Other Digital,Value (Adjusted),1974-01-01,1,29.266338245
Other Digital,Value (Adjusted),1975-01-01,1,29.266338245
Other Digital,Value (Adjusted),1976-01-01,1,29.266338245
Other Digital,Value (Adjusted),1977-01-01,1,29.266338245
Other Digital,Value (Adjusted),1978-01-01,1,29.266338245
Other Digital,Value (Adjusted),1979-01-01,1,29.266338245
Other Digital,Value (Adjusted),1980-01-01,1,29.266338245
Other Digital,Value (Adjusted),1981-01-01,1,29.266338245
Other Digital,Value (Adjusted),1982-01-01,1,29.266338245
Other Digital,Value (Adjusted),1983-01-01,1,29.266338245
Other Digital,Value (Adjusted),1984-01-01,1,29.266338245
Other Digital,Value (Adjusted),1985-01-01,1,29.266338245
Other Digital,Value (Adjusted),1986-01-01,1,29.266338245
Other Digital,Value (Adjusted),1987-01-01,1,29.266338245
Other Digital,Value (Adjusted),1988-01-01,1,29.266338245
Other Digital,Value (Adjusted),1989-01-01,1,29.266338245
Other Digital,Value (Adjusted),1990-01-01,1,29.266338245
Other Digital,Value (Adjusted),1991-01-01,1,29.266338245
Other Digital,Value (Adjusted),1992-01-01,1,29.266338245
Other Digital,Value (Adjusted),1993-01-01,1,29.266338245
Other Digital,Value (Adjusted),1994-01-01,1,29.266338245
Other Digital,Value (Adjusted),1995-01-01,1,29.266338245
Other Digital,Value (Adjusted),1996-01-01,1,29.266338245
Other Digital,Value (Adjusted),1997-01-01,1,29.266338245
Other Digital,Value (Adjusted),1998-01-01,1,29.266338245
Other Digital,Value (Adjusted),1999-01-01,1,29.266338245
Other Digital,Value (Adjusted),2000-01-01,1,29.266338245
Other Digital,Value (Adjusted),2001-01-01,1,29.266338245
Other Digital,Value (Adjusted),2002-01-01,1,29.266338245
Other Digital,Value (Adjusted),2003-01-01,1,29.266338245
Other Digital,Value (Adjusted),2004-01-01,1,29.266338245
Other Digital,Value (Adjusted),2005-01-01,1,29.266338245
Other Digital,Value (Adjusted),2006-01-01,1,29.266338245
Other Digital,Value (Adjusted),2007-01-01,1,29.266338245
Other Digital,Value (Adjusted),2008-01-01,1,29.266338245
Other Digital,Value (Adjusted),2009-01-01,1,29.266338245
Other Digital,Value (Adjusted),2010-01-01,1,29.266338245
Other Digital,Value (Adjusted),2011-01-01,1,29.266338245
Other Digital,Value (Adjusted),2012-01-01,1,29.266338245
Other Digital,Value (Adjusted),2013-01-01,1,29.266338245
Other Digital,Value (Adjusted),2014-01-01,1,29.266338245
Other Digital,Value (Adjusted),2015-01-01,1,29.266338245
Other Digital,Value (Adjusted),2016-01-01,1,18.25940954
Other Digital,Value (Adjusted),2017-01-01,1,17.61095192
Other Digital,Value (Adjusted),2018-01-01,1,20.19906331
Other Digital,Value (Adjusted),2019-01-01,1,21.51717501
Other Tapes,Value (Adjusted),1973-01-01,1,89.82543243
Other Tapes,Value (Adjusted),1974-01-01,1,68.97034686
Other Tapes,Value (Adjusted),1975-01-01,1,48.47028625
Other Tapes,Value (Adjusted),1976-01-01,1,22.91477504
Other Tapes,Value (Adjusted),1977-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1978-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1979-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1980-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1981-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1982-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1983-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1984-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1985-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1986-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1987-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1988-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1989-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1990-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1991-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1992-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1993-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1994-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1995-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1996-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1997-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1998-01-01,1,29.266338245
Other Tapes,Value (Adjusted),1999-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2000-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2001-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2002-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2003-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2004-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2005-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2006-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2007-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2008-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2009-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2010-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2011-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2012-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2013-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2014-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2015-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2016-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2017-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2018-01-01,1,29.266338245
Other Tapes,Value (Adjusted),2019-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1973-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1974-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1975-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1976-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1977-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1978-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1979-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1980-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1981-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1982-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1983-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1984-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1985-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1986-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1987-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1988-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1989-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1990-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1991-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1992-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1993-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1994-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1995-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1996-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1997-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1998-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),1999-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),2000-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),2001-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),2002-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),2003-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),2004-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),2005-01-01,1,195.3099048
Paid Subscription,Value (Adjusted),2006-01-01,1,261.4904435
Paid Subscription,Value (Adjusted),2007-01-01,1,288.5853256
Paid Subscription,Value (Adjusted),2008-01-01,1,262.8967539
Paid Subscription,Value (Adjusted),2009-01-01,1,245.7220591
Paid Subscription,Value (Adjusted),2010-01-01,1,249.0256943
Paid Subscription,Value (Adjusted),2011-01-01,1,281.6399317
Paid Subscription,Value (Adjusted),2012-01-01,1,445.2763062
Paid Subscription,Value (Adjusted),2013-01-01,1,706.0116575
Paid Subscription,Value (Adjusted),2014-01-01,1,831.8340275
Paid Subscription,Value (Adjusted),2015-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),2016-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),2017-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),2018-01-01,1,29.266338245
Paid Subscription,Value (Adjusted),2019-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1973-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1974-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1975-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1976-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1977-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1978-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1979-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1980-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1981-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1982-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1983-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1984-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1985-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1986-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1987-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1988-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1989-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1990-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1991-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1992-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1993-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1994-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1995-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1996-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1997-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1998-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),1999-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),2000-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),2001-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),2002-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),2003-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),2004-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),2005-01-01,1,551.8944762
Ringtones & Ringbacks,Value (Adjusted),2006-01-01,1,981.2866399
Ringtones & Ringbacks,Value (Adjusted),2007-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),2008-01-01,1,29.266338245
Ringtones & Ringbacks,Value (Adjusted),2009-01-01,1,837.504671
Ringtones & Ringbacks,Value (Adjusted),2010-01-01,1,525.2519353
Ringtones & Ringbacks,Value (Adjusted),2011-01-01,1,313.9182774
Ringtones & Ringbacks,Value (Adjusted),2012-01-01,1,162.5657282
Ringtones & Ringbacks,Value (Adjusted),2013-01-01,1,107.5489764
Ringtones & Ringbacks,Value (Adjusted),2014-01-01,1,71.61127201
Ringtones & Ringbacks,Value (Adjusted),2015-01-01,1,58.87458101
Ringtones & Ringbacks,Value (Adjusted),2016-01-01,1,59.99807088
Ringtones & Ringbacks,Value (Adjusted),2017-01-01,1,37.04036846
Ringtones & Ringbacks,Value (Adjusted),2018-01-01,1,25.41009037
Ringtones & Ringbacks,Value (Adjusted),2019-01-01,1,21.4267369
SACD,Value (Adjusted),1973-01-01,1,29.266338245
SACD,Value (Adjusted),1974-01-01,1,29.266338245
SACD,Value (Adjusted),1975-01-01,1,29.266338245
SACD,Value (Adjusted),1976-01-01,1,29.266338245
SACD,Value (Adjusted),1977-01-01,1,29.266338245
SACD,Value (Adjusted),1978-01-01,1,29.266338245
SACD,Value (Adjusted),1979-01-01,1,29.266338245
SACD,Value (Adjusted),1980-01-01,1,29.266338245
SACD,Value (Adjusted),1981-01-01,1,29.266338245
SACD,Value (Adjusted),1982-01-01,1,29.266338245
SACD,Value (Adjusted),1983-01-01,1,29.266338245
SACD,Value (Adjusted),1984-01-01,1,29.266338245
SACD,Value (Adjusted),1985-01-01,1,29.266338245
SACD,Value (Adjusted),1986-01-01,1,29.266338245
SACD,Value (Adjusted),1987-01-01,1,29.266338245
SACD,Value (Adjusted),1988-01-01,1,29.266338245
SACD,Value (Adjusted),1989-01-01,1,29.266338245
SACD,Value (Adjusted),1990-01-01,1,29.266338245
SACD,Value (Adjusted),1991-01-01,1,29.266338245
SACD,Value (Adjusted),1992-01-01,1,29.266338245
SACD,Value (Adjusted),1993-01-01,1,29.266338245
SACD,Value (Adjusted),1994-01-01,1,29.266338245
SACD,Value (Adjusted),1995-01-01,1,29.266338245
SACD,Value (Adjusted),1996-01-01,1,29.266338245
SACD,Value (Adjusted),1997-01-01,1,29.266338245
SACD,Value (Adjusted),1998-01-01,1,29.266338245
SACD,Value (Adjusted),1999-01-01,1,29.266338245
SACD,Value (Adjusted),2000-01-01,1,29.266338245
SACD,Value (Adjusted),2001-01-01,1,29.266338245
SACD,Value (Adjusted),2002-01-01,1,29.266338245
SACD,Value (Adjusted),2003-01-01,1,36.54227772
SACD,Value (Adjusted),2004-01-01,1,22.46641715
SACD,Value (Adjusted),2005-01-01,1,13.09047619
SACD,Value (Adjusted),2006-01-01,1,6.974769345
SACD,Value (Adjusted),2007-01-01,1,4.43977424
SACD,Value (Adjusted),2008-01-01,1,3.681029526
SACD,Value (Adjusted),2009-01-01,1,2.860004568
SACD,Value (Adjusted),2010-01-01,1,1.993143504
SACD,Value (Adjusted),2011-01-01,1,1.704842202
SACD,Value (Adjusted),2012-01-01,1,1.494897613
SACD,Value (Adjusted),2013-01-01,1,1.073719014
SACD,Value (Adjusted),2014-01-01,1,0.82446336
SACD,Value (Adjusted),2015-01-01,1,1.125529098
SACD,Value (Adjusted),2016-01-01,1,1.28555661
SACD,Value (Adjusted),2017-01-01,1,0.887142473
SACD,Value (Adjusted),2018-01-01,1,0.875277267
SACD,Value (Adjusted),2019-01-01,1,0.433302292
SoundExchange Distributions,Value (Adjusted),1973-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1974-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1975-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1976-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1977-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1978-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1979-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1980-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1981-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1982-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1983-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1984-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1985-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1986-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1987-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1988-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1989-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1990-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1991-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1992-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1993-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1994-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1995-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1996-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1997-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1998-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),1999-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),2000-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),2001-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),2002-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),2003-01-01,1,29.266338245
SoundExchange Distributions,Value (Adjusted),2004-01-01,1,9.338450503
SoundExchange Distributions,Value (Adjusted),2005-01-01,1,26.70457143
SoundExchange Distributions,Value (Adjusted),2006-01-01,1,41.5949881
SoundExchange Distributions,Value (Adjusted),2007-01-01,1,44.64439653
SoundExchange Distributions,Value (Adjusted),2008-01-01,1,118.7428879
SoundExchange Distributions,Value (Adjusted),2009-01-01,1,185.3044626
SoundExchange Distributions,Value (Adjusted),2010-01-01,1,292.171389
SoundExchange Distributions,Value (Adjusted),2011-01-01,1,331.8759486
SoundExchange Distributions,Value (Adjusted),2012-01-01,1,514.445212
SoundExchange Distributions,Value (Adjusted),2013-01-01,1,647.9302738
SoundExchange Distributions,Value (Adjusted),2014-01-01,1,835.2135873
SoundExchange Distributions,Value (Adjusted),2015-01-01,1,865.7197931
SoundExchange Distributions,Value (Adjusted),2016-01-01,1,941.5359648
SoundExchange Distributions,Value (Adjusted),2017-01-01,1,680.0275946
SoundExchange Distributions,Value (Adjusted),2018-01-01,1,970.0645127
SoundExchange Distributions,Value (Adjusted),2019-01-01,1,908.2
Synchronization,Value (Adjusted),1973-01-01,1,29.266338245
Synchronization,Value (Adjusted),1974-01-01,1,29.266338245
Synchronization,Value (Adjusted),1975-01-01,1,29.266338245
Synchronization,Value (Adjusted),1976-01-01,1,29.266338245
Synchronization,Value (Adjusted),1977-01-01,1,29.266338245
Synchronization,Value (Adjusted),1978-01-01,1,29.266338245
Synchronization,Value (Adjusted),1979-01-01,1,29.266338245
Synchronization,Value (Adjusted),1980-01-01,1,29.266338245
Synchronization,Value (Adjusted),1981-01-01,1,29.266338245
Synchronization,Value (Adjusted),1982-01-01,1,29.266338245
Synchronization,Value (Adjusted),1983-01-01,1,29.266338245
Synchronization,Value (Adjusted),1984-01-01,1,29.266338245
Synchronization,Value (Adjusted),1985-01-01,1,29.266338245
Synchronization,Value (Adjusted),1986-01-01,1,29.266338245
Synchronization,Value (Adjusted),1987-01-01,1,29.266338245
Synchronization,Value (Adjusted),1988-01-01,1,29.266338245
Synchronization,Value (Adjusted),1989-01-01,1,29.266338245
Synchronization,Value (Adjusted),1990-01-01,1,29.266338245
Synchronization,Value (Adjusted),1991-01-01,1,29.266338245
Synchronization,Value (Adjusted),1992-01-01,1,29.266338245
Synchronization,Value (Adjusted),1993-01-01,1,29.266338245
Synchronization,Value (Adjusted),1994-01-01,1,29.266338245
Synchronization,Value (Adjusted),1995-01-01,1,29.266338245
Synchronization,Value (Adjusted),1996-01-01,1,29.266338245
Synchronization,Value (Adjusted),1997-01-01,1,29.266338245
Synchronization,Value (Adjusted),1998-01-01,1,29.266338245
Synchronization,Value (Adjusted),1999-01-01,1,29.266338245
Synchronization,Value (Adjusted),2000-01-01,1,29.266338245
Synchronization,Value (Adjusted),2001-01-01,1,29.266338245
Synchronization,Value (Adjusted),2002-01-01,1,29.266338245
Synchronization,Value (Adjusted),2003-01-01,1,29.266338245
Synchronization,Value (Adjusted),2004-01-01,1,29.266338245
Synchronization,Value (Adjusted),2005-01-01,1,29.266338245
Synchronization,Value (Adjusted),2006-01-01,1,29.266338245
Synchronization,Value (Adjusted),2007-01-01,1,29.266338245
Synchronization,Value (Adjusted),2008-01-01,1,29.266338245
Synchronization,Value (Adjusted),2009-01-01,1,239.7637163
Synchronization,Value (Adjusted),2010-01-01,1,221.238929
Synchronization,Value (Adjusted),2011-01-01,1,223.3343284
Synchronization,Value (Adjusted),2012-01-01,1,212.2339858
Synchronization,Value (Adjusted),2013-01-01,1,208.1623435
Synchronization,Value (Adjusted),2014-01-01,1,204.8758184
Synchronization,Value (Adjusted),2015-01-01,1,218.8945293
Synchronization,Value (Adjusted),2016-01-01,1,228.8478595
Synchronization,Value (Adjusted),2017-01-01,1,242.0632514
Synchronization,Value (Adjusted),2018-01-01,1,290.6869289
Synchronization,Value (Adjusted),2019-01-01,1,276.2623602
Vinyl Single,Value (Adjusted),1973-01-01,1,29.266338245
Vinyl Single,Value (Adjusted),1974-01-01,1,29.266338245
Vinyl Single,Value (Adjusted),1975-01-01,1,29.266338245
Vinyl Single,Value (Adjusted),1976-01-01,1,29.266338245
Vinyl Single,Value (Adjusted),1977-01-01,1,29.266338245
Vinyl Single,Value (Adjusted),1978-01-01,1,29.266338245
Vinyl Single,Value (Adjusted),1979-01-01,1,29.266338245
Vinyl Single,Value (Adjusted),1980-01-01,1,775.6583738
Vinyl Single,Value (Adjusted),1981-01-01,1,721.1271155
Vinyl Single,Value (Adjusted),1982-01-01,1,749.7505803
Vinyl Single,Value (Adjusted),1983-01-01,1,691.2492982
Vinyl Single,Value (Adjusted),1984-01-01,1,734.9831174
Vinyl Single,Value (Adjusted),1985-01-01,1,667.6544331
Vinyl Single,Value (Adjusted),1986-01-01,1,532.0744681
Vinyl Single,Value (Adjusted),1987-01-01,1,457.5270079
Vinyl Single,Value (Adjusted),1988-01-01,1,389.8607168
Vinyl Single,Value (Adjusted),1989-01-01,1,239.9877
Vinyl Single,Value (Adjusted),1990-01-01,1,184.6520337
Vinyl Single,Value (Adjusted),1991-01-01,1,119.944804
Vinyl Single,Value (Adjusted),1992-01-01,1,120.9951875
Vinyl Single,Value (Adjusted),1993-01-01,1,90.58573287
Vinyl Single,Value (Adjusted),1994-01-01,1,81.42382186
Vinyl Single,Value (Adjusted),1995-01-01,1,78.34108858
Vinyl Single,Value (Adjusted),1996-01-01,1,77.39775335
Vinyl Single,Value (Adjusted),1997-01-01,1,56.70647477
Vinyl Single,Value (Adjusted),1998-01-01,1,40.30910982
Vinyl Single,Value (Adjusted),1999-01-01,1,42.81410744
Vinyl Single,Value (Adjusted),2000-01-01,1,39.04633624
Vinyl Single,Value (Adjusted),2001-01-01,1,45.32823151
Vinyl Single,Value (Adjusted),2002-01-01,1,35.38554364
Vinyl Single,Value (Adjusted),2003-01-01,1,29.87296467
Vinyl Single,Value (Adjusted),2004-01-01,1,26.93263261
Vinyl Single,Value (Adjusted),2005-01-01,1,17.27942857
Vinyl Single,Value (Adjusted),2006-01-01,1,12.55458482
Vinyl Single,Value (Adjusted),2007-01-01,1,4.933082489
Vinyl Single,Value (Adjusted),2008-01-01,1,3.44354375
Vinyl Single,Value (Adjusted),2009-01-01,1,2.979171425
Vinyl Single,Value (Adjusted),2010-01-01,1,2.696605918
Vinyl Single,Value (Adjusted),2011-01-01,1,5.228182752
Vinyl Single,Value (Adjusted),2012-01-01,1,5.281477044
Vinyl Single,Value (Adjusted),2013-01-01,1,3.269213385
Vinyl Single,Value (Adjusted),2014-01-01,1,5.938887283
Vinyl Single,Value (Adjusted),2015-01-01,1,6.205390253
Vinyl Single,Value (Adjusted),2016-01-01,1,5.198931395
Vinyl Single,Value (Adjusted),2017-01-01,1,6.33967756
Vinyl Single,Value (Adjusted),2018-01-01,1,5.386196747
Vinyl Single,Value (Adjusted),2019-01-01,1,6.795945687
